2016-02-16,"33,67"
2016-02-17,"33,87"
2016-02-18,"33,75"
2016-02-19,"33,98"
2016-02-22,"34,06"
2016-02-23,"33,9899"
2016-02-24,"34,43"
2016-02-25,"34,5"
2016-02-26,"34,31"
2016-02-29,"34,43"
2016-03-01,"34,74"
2016-03-02,"34,68"
2016-03-03,"34,58"
2016-03-04,"34,32"
2016-03-07,"34,06"
2016-03-08,34
2016-03-09,"33,75"
2016-03-10,"33,92"
2016-03-11,34
2016-03-14,"34,05"
2016-03-15,"34,64"
2016-03-16,"34,72"
2016-03-17,"34,71"
2016-03-18,"34,9"
2016-03-21,"35,1"
2016-03-22,"35,06"
2016-03-23,"35,05"
2016-03-24,"35,43"
2016-03-28,"34,995"
2016-03-29,"35,07"
2016-03-30,"35,3"
2016-03-31,"35,385"
2016-04-01,"35,655"
2016-04-04,"35,54"
2016-04-05,"35,37"
2016-04-06,"35,765"
2016-04-07,"35,7"
2016-04-08,"35,685"
2016-04-11,"35,695"
2016-04-12,"35,35"
2016-04-13,"35,11"
2016-04-14,"34,99"
2016-04-15,"34,77"
2016-04-18,"34,43"
2016-04-19,"34,74"
2016-04-20,"34,6"
2016-04-21,"34,92"
2016-04-22,"35,42"
2016-04-25,"35,42"
2016-04-26,"35,35"
2016-04-27,"35,24"
2016-04-28,"35,02"
2016-04-29,"34,8"
2016-05-02,"34,55"
2016-05-03,"33,69"
2016-05-04,"34,5"
2016-05-05,"33,75"
2016-05-06,"29,76"
2016-05-09,"29,68"
2016-05-10,"29,35"
2016-05-11,"29,13"
2016-05-12,"29,23"
2016-05-13,"29,335"
2016-05-16,"29,02"
2016-05-17,"28,79"
2016-05-18,"28,66"
2016-05-19,"28,65"
2016-05-20,"28,65"
2016-05-23,"28,54"
2016-05-24,"28,42"
2016-05-25,"28,34"
2016-05-26,"28,04"
2016-05-27,"27,96"
2016-05-31,"28,01"
2016-06-01,"27,71"
2016-06-02,"28,04"
2016-06-03,"28,61"
2016-06-06,"28,35"
2016-06-07,"28,19"
2016-06-08,"28,1"
2016-06-09,28
2016-06-10,"27,32"
2016-06-13,"27,908"
2016-06-14,"28,87"
2016-06-15,"27,54"
2016-06-16,"27,872"
2016-06-17,"28,63"
2016-06-20,"28,68"
2016-06-21,"28,98"
2016-06-22,"28,81"
2016-06-23,"28,93"
2016-06-24,"28,63"
2016-06-27,"28,995"
2016-06-28,"28,92"
2016-06-29,"28,63"
2016-06-30,"28,42"
2016-07-01,"28,37"
2016-07-05,"27,41"
2016-07-06,"27,11"
2016-07-07,"27,75"
2016-07-08,"27,87"
2016-07-11,"28,08"
2016-07-12,"28,5913"
2016-07-13,"28,84"
2016-07-14,"28,79"
2016-07-15,"29,13"
2016-07-18,"29,24"
2016-07-19,"29,66"
2016-07-20,"29,9"
2016-07-21,"30,3"
2016-07-22,"30,475"
2016-07-25,"30,5"
2016-07-26,"30,2199"
2016-07-27,"29,91"
2016-07-28,"29,87"
2016-07-29,"29,62"
2016-08-01,"29,34"
2016-08-02,"29,3"
2016-08-03,"29,605"
2016-08-04,"29,625"
2016-08-05,"29,295"
2016-08-08,"29,37"
2016-08-09,"29,14"
2016-08-10,"29,03"
2016-08-11,"29,3"
2016-08-12,"29,58"
2016-08-15,"29,75"
2016-08-16,"29,74"
2016-08-17,"29,6"
2016-08-18,"29,5"
2016-08-19,"29,85"
2016-08-22,"29,98"
2016-08-23,"29,59"
2016-08-24,"29,48"
2016-08-25,"29,46"
2016-08-26,"29,11"
2016-08-29,"29,35"
2016-08-30,"29,53"
2016-08-31,"29,4"
2016-09-01,"29,23"
2016-09-02,"29,16"
2016-09-06,"28,99"
2016-09-07,"28,8"
2016-09-08,"29,24"
2016-09-09,"29,97"
2016-09-12,"30,58"
2016-09-13,"30,19"
2016-09-14,"29,75"
2016-09-15,"30,5"
2016-09-16,"30,7"
2016-09-19,"30,8"
2016-09-20,"30,86"
2016-09-21,"30,68"
2016-09-22,"30,72"
2016-09-23,"30,65"
2016-09-26,"30,49"
2016-09-27,"30,58"
2016-09-28,"30,76"
2016-09-29,"30,66"
2016-09-30,"30,49"
2016-10-03,"30,86"
2016-10-04,"30,87"
2016-10-05,"30,85"
2016-10-06,"30,76"
2016-10-07,"30,21"
2016-10-10,"30,28"
2016-10-11,"30,48"
2016-10-12,"30,25"
2016-10-13,"29,74"
2016-10-14,"29,8489"
2016-10-17,"29,895"
2016-10-18,"29,97"
2016-10-19,"29,58"
2016-10-20,"29,31"
2016-10-21,29
2016-10-24,"28,62"
2016-10-25,"28,97"
2016-10-26,"29,26"
2016-10-27,"29,27"
2016-10-28,"29,51"
2016-10-31,"29,325"
2016-11-01,"29,65"
2016-11-02,"29,54"
2016-11-03,"29,75"
2016-11-04,"29,6"
2016-11-07,"29,43"
2016-11-08,"28,97"
2016-11-09,"28,88"
2016-11-10,"28,75"
2016-11-11,"29,08"
2016-11-14,"29,33"
2016-11-15,"28,93"
